local_role,source_id,paper_title,object_type,object_name,short_claim_summary,canonical_status,version_preference_status,citation_pointer
same-domain incompleteness firewall,ERK20260527-New_erk_files_May_FBEDF2-THM-002,Admissible Construction and the Non-Instantiability of Gödel Architectures,Theorem,Necessary package for a same-domain Gödel threat,"If a Gödel-style phenomenon is to threaten same-domain closure from within the original domain, it must realize all of the following together:",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Admissible_Construction_and_the_Non_Instantiability_of_G_del_Architectures.pdf, p. 6"
same-scope closure,ERK20260527-New_erk_files_May_4C9E73-COR-005,"A Fixed-Domain Exhaustion Theorem Standing, Admissibility, and the Determination of Consequence under Typed Boundary Discipline",Corollary,Scheduler collapse (no fourth “meta-structural” role,). Any scheduler σ in the sense of Definition 11.1 is forced into the existing trichotomy:,Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_A_Fixed_Domain_Exhaustion_Theorem.pdf, p. 39"
same-scope closure,ERK20260527-New_erk_files_May_4C9E73-COR-001,"A Fixed-Domain Exhaustion Theorem Standing, Admissibility, and the Determination of Consequence under Typed Boundary Discipline",Corollary,“Tracked” boundary imports are scope changes,"Any proposal of the form “allow a new boundary primitive but track/localize/stresstest it” is, in the present calculus, a scope extension in the sense of Definition 1.2. Equivalently: there is no nontrivial weakening of AA6 that preserves fixed-scope exhaustion; the only admissible way to add boundary primitives is to declare S + ̸= S. Dependencies. AA6;...",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_A_Fixed_Domain_Exhaustion_Theorem.pdf, p. 13"
same-scope closure,ERK20260527-New_erk_files_May_2490B6-COR-005,"Admissibility and the Common Structural Origin of Gauge, Constraint, and Quantum Structure",Corollary,No surviving genuine same-scope rival,"No genuine same-scope rival to the derived AER object survives on the fixed admissibility comparison class. Proof. By Theorem 32.4, every genuine same-scope rival has nonempty route image in the finite family of Definitions 32.2 and 32.3. By Theorem 32.7, no route in that family survives. Hence no genuine same-scope rival survives.",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Admissibility_and_the_Common_Structura.pdf, p. 24"
same-scope closure,ERK20260527-New_erk_files_May_C93F68-COR-006,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",Corollary,Rephasing redundancy exhaustion,All rephasing freedom beyond the physical CP-odd quotient phases is redundancy. Any assertion of additional independent phases requires representational privilege or hidden structure and is therefore a standing failure (Definition 2.53).,Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf, p. 40"
same-scope closure,ERK20260527-New_erk_files_May_2490B6-COR-006,"Admissibility and the Common Structural Origin of Gauge, Constraint, and Quantum Structure",Corollary,Counterexample burden,"A genuine counterexample to the rigidity theorem must preserve the same regular-stratum theorem object while producing a same-scope physically relevant difference that does not realize any route in the finite family of Definition 32.2. By Theorem 32.4, no such counterexample exists.",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Admissibility_and_the_Common_Structura.pdf, p. 25"
same-scope closure,ERK20260527-New_erk_files_May_C93F68-COR-001,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",Corollary,Transport completeness is forced by “same-scope” assertions,"Let SA , SB be skins both used for scope S. If one asserts that SA and SB represent the same standing content for S (i.e. there exists a presentation X for which both factor as in (1)), then any admissible transport implementing that assertion must induce a bijection on standing quotients and is therefore transportcomplete for S (Definition 2.36)....",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf, p. 16"
same-scope closure,ERK20260527-New_erk_files_May_6F74B7-COR-002,Gauge-Coupling Parameters and Forced Uniqueness under Admissible Redescription,Corollary,Standing-bearing criterion is not protective,Definition 3.3 is not an ad hoc filter against gauge couplings. It records the minimal evaluability condition for any same-domain quantity claimed to carry standing: invariance under identity-preserving presentation change and tensor-level effect when varied. Proof. Theorem 3.6 forces the invariance clause. If a quantity is invariant but its variation...,Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Gauge_Coupling_Parameters_and_Forced_Uniqueness.pdf, p. 7"
same-scope closure,ERK20260527-New_erk_files_May_4C9E73-THM-013,"A Fixed-Domain Exhaustion Theorem Standing, Admissibility, and the Determination of Consequence under Typed Boundary Discipline",Theorem,(Same-scope history-level factorization (no path-dependent,"). Fix a typed domain D with act set Act, a history interface ε̂ (Definition 6.4), and the future-behavior congruence ∼ on Act<ω (Definition 6.5). Let π : Act<ω → Act<ω / ∼ be the quotient map. Within fixed scope, any standing-relevant discriminator F : Act<ω → Y must be constant on ∼-classes and hence factors uniquely through π. Equivalently:...",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_A_Fixed_Domain_Exhaustion_Theorem.pdf, p. 32"
same-scope closure,ERK20260527-New_erk_files_May_6DC183-DEF-005,"Anchor, Tensor, and Skin: A Fixed-Domain Decomposition Theorem for Admissible Description",Definition,Standing quotient and tensor content,Fix a scope S and a skin with parameter space P (S). Let “admitted admissibility probe” range over the full family of licensed admissibility probes admissible at scope S under the fixed admissibility architecture; by structural exhaustion this family admits no same-scope extension. Define the standing identity relation ∼S by:,Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Anchor__Tensor__and_Skin__A_Fixed_Domain_Decomposition_Theorem_for_Admissible_Description.pdf, p. 10"
same-scope closure,ERK20260527-New_erk_files_May_311F0C-DEF-013,Boundary-Trace Fixation of Continuation Loci under AASC A Role-Anchor Theorem for Fixed-Domain Persistence,Definition,Role-anchor asymmetry source,"A role-anchor asymmetry source for SL is a same-domain invariant that can preserve non-equivalent continuation-role behavior among candidate role anchors while preserving admissibility, role vocabulary, transport, quotient behavior, and continuation eligibility. A candidate source that fails these preservation conditions is not a samedomain asymmetry...",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Boundary_Trace_Fixation_of_Continuation_Loci_under_AASC.pdf, p. 8"
boundary-trace fixation,ERK20260527-New_erk_files_May_879CB5-DEF-006,Continuation-Locus Induction under Admissibility-Bearing Governance A Fixed-Domain Persistence Theorem under AASC,Definition,Continuation carrier,A continuation carrier is a continuation locus considered as carrying standing-relevant identity through a specific lawful passage. Thus,Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Continuation_Locus_Induction_under_Admissibility_Bearing_Governance.pdf, p. 7"
boundary-trace fixation,ERK20260527-New_erk_files_May_879CB5-DEF-005,Continuation-Locus Induction under Admissibility-Bearing Governance A Fixed-Domain Persistence Theorem under AASC,Definition,Continuation locus,"A continuation locus LD is the minimally preserved admissibility-bearing identity locus under lawful same-domain continuation. It is not an object, substance, entity, semantic denotatum, intentional target, or hidden bearer. It is the invariant structure by which a regime distinguishes continuation of the same target from replacement, drift, relabeling,...",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Continuation_Locus_Induction_under_Admissibility_Bearing_Governance.pdf, p. 7"
boundary-trace fixation,ERK20260527-New_erk_files_May_045695-DEF-003,Boundary-Trace Fixation under Admissibility Forced Environmental Coupling as the Final Role-Anchor Asymmetry,Definition,is not introduced after a confirmational failure in order to rescue a preferred result,"is not introduced after a confirmational failure in order to rescue a preferred result. It is part of the declared environmental domain. If the channel was not present in the domain on which the original reference question was posed, then the correct AASC description is not “same-domain repair”; it is explicit domain reset. The theorem below is conditional...",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Boundary_Trace_Fixation_under_Admissibility.pdf, p. 3"
boundary-trace fixation,ERK20260527-New_erk_files_May_311F0C-DEF-013,Boundary-Trace Fixation of Continuation Loci under AASC A Role-Anchor Theorem for Fixed-Domain Persistence,Definition,Role-anchor asymmetry source,"A role-anchor asymmetry source for SL is a same-domain invariant that can preserve non-equivalent continuation-role behavior among candidate role anchors while preserving admissibility, role vocabulary, transport, quotient behavior, and continuation eligibility. A candidate source that fails these preservation conditions is not a samedomain asymmetry...",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Boundary_Trace_Fixation_of_Continuation_Loci_under_AASC.pdf, p. 8"
boundary-trace fixation,ERK20260527-New_erk_files_May_8962DE-THM-001,"Admissible Record Construction in Physically Non-Selective Quantum Regimes Fixed-Domain Quotients, Boundary-Trace Fixation, and Constructional Determinacy Overview. This manuscript treats the measurement problem as a fixed-domain",Theorem,Compressed substrate-necessity bridge,"Let a same-scope construction-practice satisfy the minimal coherence triggers of Definition 2.3 and let it be used to underwrite the target explanatory practice of Definition 2.12. Then the fixed downstream substrate of Definition 2.1 is not optional: admissibility is forced, standing is bivalent on the evaluated fragment, same-scope admissibility...",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Admissible_Record_Construction_in_Physically_Non_Selective_Quantum_Regimes.pdf, p. 9"
boundary-trace fixation,ERK20260527-New_erk_files_May_879CB5-DEF-008,Continuation-Locus Induction under Admissibility-Bearing Governance A Fixed-Domain Persistence Theorem under AASC,Definition,Locus quotient,"A locus quotient [L]≡Loc is an equivalence class of lawful redescriptions that preserve the same admissibility-bearing continuation locus in the sense of ≡Loc . The forced quotient is not a substance, object, semantic denotatum, or ontic bearer. It is the minimal invariant continuation-preserving admissibility locus induced by same-domain standing-relevant...",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Continuation_Locus_Induction_under_Admissibility_Bearing_Governance.pdf, p. 7"
boundary-trace fixation,ERK20260527-New_erk_files_May_8962DE-THM-002,"Admissible Record Construction in Physically Non-Selective Quantum Regimes Fixed-Domain Quotients, Boundary-Trace Fixation, and Constructional Determinacy Overview. This manuscript treats the measurement problem as a fixed-domain",Theorem,Assignment-space forcing theorem (constructional form,"). Work on the fixed scope of Definition 2.13 and under the standing conditional of Section 2. Let the target constructional burden be the burden of supporting admissible diachronic reuse of measurement records for evidential comparison, retained-record reuse, prospective-record reuse, and deliberative guidance on that same fixed domain. Then any admissible...",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Admissible_Record_Construction_in_Physically_Non_Selective_Quantum_Regimes.pdf, p. 14"
boundary-trace fixation,ERK20260527-New_erk_files_May_311F0C-DEF-017,Boundary-Trace Fixation of Continuation Loci under AASC A Role-Anchor Theorem for Fixed-Domain Persistence,Definition,Two-anchor boundary witness,"Let M = ([L]≡Loc , SL , Aut, ≡Role , B)",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Boundary_Trace_Fixation_of_Continuation_Loci_under_AASC.pdf, p. 17"
boundary-trace fixation,ERK20260527-New_erk_files_May_311F0C-DEF-011,Boundary-Trace Fixation of Continuation Loci under AASC A Role-Anchor Theorem for Fixed-Domain Persistence,Definition,Outcome-profile neutrality,"A candidate role-anchor family SL is outcome-profile neutral for the role-anchor slot of L iff no admissibility-bearing internal structure induces privileged continuation-preserving asymmetry across candidate role-anchor realizations by way of outcome profiles. Equivalently, every candidate assignment in SL induces the same admissibility-relevant outcome...",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Boundary_Trace_Fixation_of_Continuation_Loci_under_AASC.pdf, p. 7"
boundary-trace fixation,ERK20260527-New_erk_files_May_311F0C-DEF-012,Boundary-Trace Fixation of Continuation Loci under AASC A Role-Anchor Theorem for Fixed-Domain Persistence,Definition,Indexical and provenance unanchoring,"IndexUnanchoredD (SL ) holds iff no declared same-domain indexical marker, provenance marker, token address, channel label, record lineage, or construction-history invariant already fixes a unique role-anchor class in SL . If such a marker is declared and standing-bearing, the problem is solved by indexical/provenance anchoring rather than by boundary-trace...",Preferred hardened candidate from May 27 ERK source PDF,Preferred hardened version,"New_erk_files_May_27_Boundary_Trace_Fixation_of_Continuation_Loci_under_AASC.pdf, p. 8"
